Time,LeftVelocityCommand,RightVelocityCommand,LeftActualVelocity,RightActualVelocity,LeftLeadAppliedOutput,LeftFollowAppliedOutput,RightLeadAppliedOutput,RightFollowAppliedOutput,LeftLeadVoltage,LeftFollowVoltage,RightLeadVoltage,RightFollowVoltage,LeftLeadCurrent,LeftFollowCurrent,RightLeadCurrent,RightFollowCurrent
0.000335,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.890625,11.632812,11.679688,11.703125,0.000000,0.000000,0.000000,0.000000,
0.020025,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.898438,11.640625,11.687500,11.710938,0.000000,0.000000,0.000000,0.000000,
0.039990,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.882812,11.632812,11.687500,11.710938,0.000000,0.000000,0.000000,0.000000,
0.059951,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.882812,11.648438,11.679688,11.710938,0.000000,0.000000,0.000000,0.000000,
0.080080,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.890625,11.640625,11.687500,11.710938,0.000000,0.000000,0.000000,0.000000,
0.099981,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.898438,11.640625,11.687500,11.710938,0.000000,0.000000,0.000000,0.000000,
0.119929,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.890625,11.640625,11.687500,11.726562,0.000000,0.000000,0.000000,0.000000,
0.139988,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.890625,11.648438,11.695312,11.718750,0.000000,0.000000,0.000000,0.000000,
0.159975,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.890625,11.640625,11.687500,11.710938,0.000000,0.000000,0.000000,0.000000,
0.179940,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.890625,11.640625,11.671875,11.718750,0.000000,0.000000,0.000000,0.000000,
0.199997,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.898438,11.656250,11.687500,11.718750,0.000000,0.000000,0.000000,0.000000,
0.219983,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.890625,11.640625,11.695312,11.718750,0.000000,0.000000,0.000000,0.000000,
0.239992,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.890625,11.640625,11.687500,11.710938,0.000000,0.000000,0.000000,0.000000,
0.259965,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.890625,11.640625,11.687500,11.718750,0.000000,0.000000,0.000000,0.000000,
0.279950,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.890625,11.640625,11.687500,11.718750,0.000000,0.000000,0.000000,0.000000,
0.299992,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.890625,11.640625,11.687500,11.718750,0.000000,0.000000,0.000000,0.000000,
0.320178,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.890625,11.648438,11.687500,11.718750,0.000000,0.000000,0.000000,0.000000,
0.339944,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.882812,11.640625,11.687500,11.703125,0.000000,0.000000,0.000000,0.000000,
0.359966,0.014954,-0.014954,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.890625,11.640625,11.679688,11.710938,0.000000,0.000000,0.000000,0.000000,
0.380028,0.014954,-0.014954,0.000000,0.000000,0.000732,0.000000,-0.000732,-0.000732,11.882812,11.625000,11.679688,11.710938,0.000000,0.000000,0.000000,0.000000,
0.400032,0.043945,-0.043945,0.000000,0.000000,0.002167,0.000732,-0.002167,-0.002167,11.882812,11.640625,11.679688,11.710938,0.093750,0.031250,0.062500,0.000000,
0.420029,0.051575,-0.051575,0.000000,0.000000,0.002564,0.002167,-0.002564,-0.002564,11.882812,11.640625,11.679688,11.703125,0.125000,0.093750,0.093750,0.062500,
0.439984,0.051575,-0.051575,0.000000,0.000000,0.002564,0.002564,-0.002564,-0.002564,11.882812,11.632812,11.671875,11.703125,0.125000,0.093750,0.093750,0.125000,
0.460085,0.051575,-0.051575,0.000000,0.000000,0.002564,0.002564,-0.002564,-0.002564,11.882812,11.632812,11.679688,11.703125,0.125000,0.062500,0.093750,0.125000,
0.479990,0.059814,-0.059814,0.000000,0.000000,0.002564,0.002564,-0.002564,-0.002564,11.882812,11.625000,11.679688,11.703125,0.156250,0.093750,0.062500,0.093750,
0.500003,0.059814,-0.059814,0.000000,0.000000,0.002960,0.002564,-0.002960,-0.002960,11.882812,11.632812,11.679688,11.703125,0.187500,0.125000,0.093750,0.125000,
0.519942,0.059814,-0.059814,0.000000,0.000000,0.002960,0.002960,-0.002960,-0.002960,11.882812,11.632812,11.679688,11.703125,0.156250,0.125000,0.125000,0.125000,
0.540074,0.059814,-0.059814,0.000000,0.000000,0.002960,0.002960,-0.002960,-0.002960,11.882812,11.632812,11.671875,11.710938,0.187500,0.125000,0.125000,0.125000,
0.559991,0.059814,-0.059814,0.000000,0.000000,0.002960,0.002960,-0.002960,-0.002960,11.890625,11.640625,11.687500,11.703125,0.187500,0.125000,0.125000,0.156250,
0.579974,0.059814,-0.059814,0.000000,0.000000,0.002960,0.002960,-0.002960,-0.002960,11.882812,11.640625,11.679688,11.710938,0.187500,0.125000,0.125000,0.156250,
0.599986,0.059814,-0.059814,0.000000,0.000000,0.002960,0.002960,-0.002960,-0.002960,11.890625,11.640625,11.679688,11.703125,0.187500,0.125000,0.125000,0.156250,
0.620146,0.059814,-0.059814,0.000000,0.000000,0.002960,0.002960,-0.002960,-0.002960,11.882812,11.632812,11.679688,11.703125,0.187500,0.125000,0.125000,0.156250,
0.640091,0.059814,-0.059814,0.000000,0.000000,0.002960,0.002960,-0.002960,-0.002960,11.882812,11.632812,11.687500,11.703125,0.187500,0.093750,0.125000,0.156250,
0.659912,0.059814,-0.059814,0.000000,0.000000,0.002960,0.002960,-0.002960,-0.002960,11.882812,11.640625,11.671875,11.710938,0.187500,0.093750,0.125000,0.125000,
0.680219,0.059814,-0.059814,0.000000,0.000000,0.002960,0.002960,-0.002960,-0.002960,11.882812,11.632812,11.671875,11.703125,0.187500,0.125000,0.125000,0.156250,
0.699980,0.059814,-0.059814,0.000000,0.000000,0.002960,0.002960,-0.002960,-0.002960,11.882812,11.640625,11.679688,11.703125,0.156250,0.125000,0.093750,0.125000,
0.719958,0.059814,-0.059814,0.000000,0.000000,0.002960,0.002960,-0.002960,-0.002960,11.882812,11.640625,11.679688,11.703125,0.156250,0.125000,0.125000,0.125000,
0.740173,0.059814,-0.059814,0.000000,0.000000,0.002960,0.002960,-0.002960,-0.002960,11.882812,11.632812,11.679688,11.710938,0.187500,0.125000,0.125000,0.156250,
0.760058,0.059814,-0.059814,0.000000,0.000000,0.002960,0.002960,-0.002960,-0.002960,11.882812,11.632812,11.671875,11.703125,0.187500,0.125000,0.125000,0.156250,
0.780032,0.059814,-0.059814,0.000000,0.000000,0.002960,0.002960,-0.002960,-0.002960,11.882812,11.632812,11.664062,11.718750,0.187500,0.093750,0.125000,0.156250,
